,cut_date,minute,shots_off_target_1,shots_off_target_2,blocked_shots_1,blocked_shots_2,bi_ chances_1,bi_ chances_2,big_chances_missed_1,big_chances_missed_2,hit_woodwork_1,hit_woodwork_2,counter_attacks_1,counter_attacks_2,counter_attack_shots_1,counter_attack_shots_2,counter_attack_goals_1,counter_attack_goals_2,shots_inside_box_1,shots_inside_box_2,shots_outside_box_1,shots_outside_box_2,goalkeeper_saves_1,goalkeeper_saves_2,goals_prevented_1,goals_prevented_2,accurate_passes_1,accurate_passes_2,long_balls_1,long_balls_2,Crosses_1,Crosses_2,Dribbles_1,Dribbles_2,Possession_lost_1,Possession_lost_2,Duels_won_1,Duels_won_2,Aerials_won_1,Aerials_won_2,Clearances_1,Clearances_2
19999,2024-02-03 16:12:22,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
20000,2024-02-03 16:12:23,nan,4.0,5.0,6.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,,,6.0,6.0,5.0,5.0,3.0,1.0,,,207.0,392.0,30|74,31|63,8|24,2|16,2|10,7|16,159.0,156.0,42.0,50.0,11.0,19.0,22.0,26.0
20031,2024-02-03 16:13:22,nan,2.0,2.0,1.0,3.0,1.0,5.0,0.0,2.0,,,0.0,2.0,0.0,1.0,0.0,1.0,3.0,14.0,2.0,3.0,4.0,1.0,,,119.0,529.0,27|75,40|73,2|8,5|20,2|4,8|16,153.0,160.0,45.0,45.0,14.0,16.0,34.0,10.0
20178,2024-02-03 16:17:56,nan,11.0,3.0,7.0,5.0,1.0,1.0,,,0.0,1.0,,,,,,,6.0,6.0,15.0,5.0,2.0,2.0,,,516.0,225.0,29|48,28|63,4|21,3|13,20|28,7|16,110.0,117.0,64.0,37.0,17.0,8.0,7.0,24.0
20211,2024-02-03 16:18:59,nan,5.0,11.0,2.0,6.0,3.0,2.0,2.0,2.0,,,3.0,0.0,3.0,0.0,1.0,0.0,13.0,18.0,2.0,6.0,5.0,4.0,,,628.0,234.0,25|57,24|57,2|11,12|23,8|14,4|9,130.0,116.0,37.0,39.0,8.0,18.0,16.0,14.0
20212,2024-02-03 16:19:02,nan,3.0,3.0,6.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,9.0,4.0,7.0,2.0,3.0,6.0,,,422.0,259.0,36|72,34|72,3|17,5|27,8|9,8|16,136.0,148.0,46.0,44.0,18.0,17.0,16.0,17.0
20262,2024-02-03 16:20:34,nan,1.0,4.0,0.0,1.0,5.0,0.0,1.0,0.0,,,2.0,0.0,1.0,0.0,1.0,0.0,5.0,2.0,3.0,6.0,3.0,3.0,,,539.0,225.0,37|87,29|72,4|9,2|11,8|14,11|13,171.0,165.0,48.0,59.0,16.0,19.0,18.0,25.0
20263,2024-02-03 16:20:36,nan,6.0,2.0,4.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,11.0,2.0,4.0,3.0,2.0,3.0,,,171.0,278.0,30|77,29|87,6|21,1|13,6|12,11|16,180.0,184.0,63.0,61.0,28.0,28.0,15.0,28.0
20264,2024-02-03 16:20:38,nan,3.0,2.0,5.0,4.0,3.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,,,8.0,8.0,6.0,2.0,4.0,4.0,,,173.0,252.0,12|66,34|86,3|22,6|26,3|10,3|9,198.0,217.0,64.0,73.0,34.0,36.0,37.0,36.0
20265,2024-02-03 16:20:40,nan,7.0,3.0,2.0,5.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,,,8.0,7.0,3.0,3.0,2.0,1.0,,,186.0,482.0,31|80,23|62,1|11,2|18,7|13,7|14,139.0,154.0,50.0,33.0,16.0,9.0,24.0,13.0
20266,2024-02-03 16:20:42,nan,6.0,8.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,0.0,,,,,,,9.0,13.0,6.0,4.0,3.0,4.0,,,289.0,271.0,21|64,33|85,4|18,10|26,8|14,8|16,186.0,174.0,54.0,61.0,24.0,31.0,24.0,18.0
20267,2024-02-03 16:20:44,nan,3.0,9.0,2.0,2.0,3.0,5.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,,,8.0,11.0,2.0,4.0,3.0,1.0,,,349.0,456.0,31|65,32|60,8|21,10|28,6|11,6|11,126.0,113.0,45.0,36.0,21.0,16.0,13.0,19.0
20268,2024-02-03 16:20:46,nan,4.0,7.0,3.0,5.0,2.0,1.0,2.0,1.0,,,1.0,3.0,1.0,2.0,0.0,1.0,10.0,10.0,2.0,5.0,2.0,4.0,,,288.0,224.0,30|94,18|81,2|15,10|29,4|8,8|12,197.0,195.0,63.0,58.0,32.0,35.0,22.0,20.0
20269,2024-02-03 16:20:48,nan,7.0,4.0,3.0,8.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,14.0,10.0,5.0,4.0,2.0,7.0,,,389.0,226.0,37|88,38|85,6|24,3|27,8|21,8|18,193.0,197.0,70.0,66.0,34.0,27.0,24.0,26.0
20270,2024-02-03 16:20:50,nan,5.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,10.0,9.0,3.0,4.0,5.0,2.0,,,342.0,253.0,34|65,18|56,5|23,4|10,7|22,9|18,152.0,130.0,61.0,66.0,23.0,17.0,9.0,21.0
20271,2024-02-03 16:20:52,nan,6.0,3.0,5.0,4.0,,,,,1.0,1.0,,,,,,,8.0,2.0,5.0,8.0,3.0,1.0,,,210.0,226.0,37|84,28|91,6|18,1|10,12|25,1|8,223.0,181.0,73.0,65.0,43.0,34.0,13.0,50.0
20273,2024-02-03 16:20:55,nan,5.0,6.0,4.0,0.0,,,,,0.0,2.0,0.0,0.0,,,,,6.0,11.0,5.0,2.0,3.0,2.0,,,320.0,269.0,39|68,12|43,5|14,1|5,7|14,10|12,123.0,111.0,65.0,85.0,22.0,20.0,5.0,21.0
20274,2024-02-03 16:20:57,nan,6.0,2.0,10.0,5.0,,,,,0.0,0.0,1.0,2.0,,,,,13.0,3.0,11.0,5.0,1.0,8.0,,,255.0,136.0,25|54,17|43,5|20,2|8,32|41,19|30,126.0,122.0,120.0,101.0,27.0,35.0,25.0,36.0
20275,2024-02-03 16:20:59,nan,0.0,8.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,,,,,2.0,12.0,1.0,6.0,8.0,1.0,,,307.0,258.0,26|57,34|65,4|14,5|16,12|21,22|28,159.0,141.0,79.0,133.0,28.0,45.0,26.0,12.0
20276,2024-02-03 16:21:01,nan,3.0,4.0,1.0,4.0,,,,,0.0,1.0,1.0,1.0,,,,,4.0,9.0,4.0,4.0,3.0,2.0,,,209.0,500.0,14|27,25|44,3|12,2|11,11|15,20|27,87.0,83.0,87.0,77.0,14.0,9.0,9.0,12.0
20277,2024-02-03 16:21:03,nan,7.0,3.0,2.0,2.0,,,,,0.0,0.0,0.0,1.0,,,,,6.0,11.0,4.0,3.0,5.0,1.0,,,390.0,442.0,22|37,19|40,4|17,2|8,25|30,17|17,95.0,94.0,70.0,64.0,6.0,5.0,5.0,8.0
20278,2024-02-03 16:21:05,nan,6.0,3.0,1.0,2.0,,,,,0.0,0.0,2.0,1.0,,,,,3.0,8.0,8.0,2.0,5.0,3.0,,,192.0,408.0,19|38,27|53,1|13,3|13,21|24,32|44,119.0,134.0,85.0,95.0,22.0,13.0,19.0,14.0
20279,2024-02-03 16:21:07,nan,2.0,3.0,7.0,0.0,,,,,0.0,0.0,2.0,1.0,,,,,8.0,3.0,3.0,1.0,0.0,3.0,,,242.0,231.0,27|62,28|64,5|12,8|20,17|28,14|27,134.0,120.0,103.0,116.0,29.0,43.0,16.0,26.0
20280,2024-02-03 16:21:09,nan,5.0,5.0,2.0,3.0,,,,,0.0,0.0,1.0,4.0,,,,,7.0,5.0,4.0,4.0,0.0,3.0,,,381.0,374.0,25|42,36|60,5|11,12|21,31|42,16|26,89.0,95.0,100.0,64.0,18.0,11.0,16.0,18.0
20281,2024-02-03 16:21:11,nan,3.0,5.0,5.0,5.0,,,,,0.0,0.0,0.0,1.0,,,,,7.0,7.0,5.0,7.0,2.0,3.0,,,325.0,196.0,21|51,25|45,3|9,5|17,12|23,17|22,126.0,119.0,123.0,90.0,42.0,26.0,20.0,37.0
20282,2024-02-03 16:21:14,nan,5.0,3.0,0.0,3.0,,,,,0.0,0.0,2.0,0.0,,,,,7.0,8.0,1.0,2.0,3.0,2.0,,,280.0,350.0,25|59,28|58,5|15,6|15,13|21,16|24,137.0,132.0,73.0,74.0,25.0,21.0,13.0,17.0
20283,2024-02-03 16:21:16,nan,3.0,6.0,3.0,3.0,,,,,0.0,1.0,2.0,3.0,,,,,5.0,8.0,2.0,8.0,5.0,1.0,,,163.0,351.0,32|66,35|60,1|12,6|23,12|14,15|19,133.0,134.0,78.0,87.0,25.0,35.0,10.0,12.0
20284,2024-02-03 16:21:17,nan,5.0,1.0,6.0,4.0,,,,,0.0,0.0,1.0,4.0,,,,,8.0,8.0,5.0,3.0,3.0,1.0,,,364.0,362.0,40|61,27|56,5|20,0|10,20|25,17|24,109.0,122.0,95.0,92.0,22.0,28.0,16.0,13.0
20298,2024-02-03 16:21:46,nan,8.0,8.0,5.0,6.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,9.0,10.0,6.0,6.0,2.0,2.0,,,211.0,447.0,17|42,24|54,5|12,6|32,10|18,15|25,106.0,128.0,43.0,48.0,9.0,7.0,29.0,8.0
20315,2024-02-03 16:22:18,nan,5.0,4.0,3.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,7.0,3.0,4.0,4.0,1.0,3.0,,,380.0,190.0,36|59,15|79,11|45,3|9,10|21,12|21,194.0,156.0,73.0,70.0,28.0,19.0,12.0,58.0
20316,2024-02-03 16:22:20,nan,0.0,10.0,2.0,7.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,,,4.0,16.0,1.0,7.0,6.0,1.0,,,173.0,379.0,15|55,36|62,3|11,6|39,7|13,6|10,136.0,161.0,48.0,57.0,18.0,30.0,45.0,15.0
20332,2024-02-03 16:22:51,nan,3.0,9.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,,,7.0,14.0,5.0,1.0,3.0,3.0,,,237.0,321.0,29|56,30|61,3|20,13|27,6|17,13|21,150.0,150.0,52.0,84.0,19.0,28.0,11.0,16.0
20365,2024-02-03 16:23:58,nan,5.0,3.0,3.0,4.0,1.0,1.0,,,1.0,0.0,2.0,0.0,2.0,0.0,,,9.0,7.0,4.0,2.0,1.0,4.0,,,456.0,278.0,21|53,18|65,8|29,3|11,7|15,5|14,156.0,139.0,44.0,61.0,10.0,25.0,16.0,16.0
20407,2024-02-03 16:25:17,nan,8.0,1.0,6.0,3.0,6.0,1.0,4.0,0.0,2.0,0.0,,,,,,,15.0,5.0,5.0,2.0,1.0,4.0,,,276.0,255.0,26|64,24|60,5|18,6|19,5|13,10|19,132.0,125.0,47.0,55.0,13.0,14.0,21.0,25.0
20408,2024-02-03 16:25:19,nan,3.0,4.0,3.0,1.0,2.0,1.0,,,1.0,0.0,,,,,,,6.0,4.0,3.0,3.0,1.0,1.0,,,376.0,351.0,27|42,30|62,7|38,5|16,9|17,7|21,150.0,134.0,65.0,44.0,19.0,11.0,18.0,36.0
20426,2024-02-03 16:25:53,nan,6.0,11.0,1.0,5.0,1.0,1.0,,,,,0.0,2.0,0.0,2.0,,,4.0,13.0,5.0,5.0,1.0,1.0,,,251.0,441.0,36|80,26|61,7|17,9|26,3|8,5|11,146.0,157.0,60.0,53.0,16.0,20.0,34.0,17.0
20427,2024-02-03 16:25:54,nan,7.0,6.0,3.0,5.0,4.0,2.0,4.0,2.0,1.0,1.0,,,,,,,10.0,11.0,2.0,5.0,5.0,2.0,,,273.0,489.0,24|56,27|41,1|5,4|19,7|17,11|19,113.0,126.0,34.0,52.0,6.0,12.0,19.0,10.0
20488,2024-02-03 16:27:53,nan,8.0,2.0,13.0,2.0,2.0,4.0,2.0,0.0,,,1.0,0.0,1.0,0.0,,,18.0,7.0,8.0,2.0,1.0,1.0,,,426.0,255.0,28|51,17|63,9|41,0|11,5|22,13|21,172.0,155.0,45.0,67.0,11.0,15.0,15.0,37.0
20551,2024-02-03 16:29:53,nan,7.0,6.0,4.0,6.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,11.0,9.0,5.0,7.0,2.0,3.0,,,399.0,388.0,40|78,39|62,5|22,5|30,7|17,3|9,152.0,143.0,45.0,57.0,10.0,22.0,21.0,25.0
20552,2024-02-03 16:29:55,nan,7.0,5.0,2.0,4.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,,,12.0,6.0,3.0,7.0,4.0,3.0,,,465.0,165.0,31|61,24|67,3|15,4|14,10|17,5|10,136.0,147.0,56.0,47.0,26.0,21.0,21.0,10.0
20553,2024-02-03 16:29:57,nan,1.0,3.0,1.0,4.0,1.0,2.0,,,,,,,,,,,3.0,8.0,3.0,3.0,2.0,1.0,,,574.0,255.0,32|69,22|59,2|7,5|20,3|10,6|10,145.0,149.0,38.0,40.0,14.0,14.0,20.0,13.0
20554,2024-02-03 16:30:00,nan,0.0,4.0,1.0,6.0,,,,,,,,,,,,,1.0,10.0,0.0,3.0,2.0,0.0,,,348.0,436.0,26|72,26|65,1|4,5|15,9|11,10|20,156.0,165.0,60.0,45.0,12.0,9.0,16.0,3.0
20559,2024-02-03 16:30:10,nan,2.0,3.0,1.0,4.0,4.0,2.0,2.0,2.0,1.0,0.0,,,,,,,9.0,7.0,3.0,6.0,5.0,3.0,,,200.0,282.0,21|79,27|87,3|9,4|18,6|10,9|13,196.0,210.0,68.0,65.0,30.0,30.0,27.0,13.0
20560,2024-02-03 16:30:12,nan,5.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,,,,,,,7.0,5.0,7.0,2.0,1.0,5.0,,,343.0,537.0,31|57,48|66,5|24,3|10,9|21,7|14,133.0,123.0,39.0,42.0,7.0,8.0,10.0,21.0
20568,2024-02-03 16:30:28,nan,4.0,4.0,7.0,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0,1.0,1.0,,,8.0,6.0,9.0,5.0,4.0,6.0,,,337.0,302.0,33|79,25|76,2|18,4|14,6|11,5|8,167.0,151.0,49.0,49.0,25.0,20.0,16.0,36.0
20572,2024-02-03 16:30:36,nan,9.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,,,13.0,8.0,5.0,7.0,7.0,3.0,,,427.0,361.0,29|66,22|65,2|13,3|12,8|19,10|18,178.0,170.0,66.0,57.0,25.0,18.0,13.0,18.0
20573,2024-02-03 16:30:39,nan,15.0,3.0,6.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,16.0,3.0,12.0,6.0,3.0,6.0,,,413.0,224.0,46|80,19|67,8|34,0|1,11|22,6|14,185.0,184.0,64.0,58.0,29.0,18.0,10.0,33.0
20574,2024-02-03 16:30:41,nan,6.0,6.0,4.0,6.0,,,,,0.0,0.0,3.0,4.0,,,,,8.0,9.0,6.0,8.0,2.0,2.0,,,154.0,406.0,20|45,36|55,3|12,12|30,23|28,23|26,102.0,111.0,100.0,88.0,34.0,25.0,30.0,24.0
20575,2024-02-03 16:30:43,nan,2.0,4.0,1.0,2.0,,,,,1.0,0.0,0.0,1.0,,,,,3.0,7.0,4.0,4.0,4.0,1.0,,,193.0,220.0,22|49,31|50,4|13,7|17,19|26,18|26,120.0,124.0,110.0,97.0,27.0,21.0,16.0,22.0
20576,2024-02-03 16:30:45,nan,2.0,4.0,2.0,4.0,,,,,0.0,0.0,1.0,3.0,,,,,3.0,6.0,2.0,6.0,3.0,0.0,,,351.0,159.0,26|56,28|49,2|10,2|12,14|21,14|21,132.0,112.0,83.0,79.0,25.0,16.0,13.0,12.0
20577,2024-02-03 16:30:47,nan,6.0,1.0,3.0,4.0,,,,,1.0,0.0,4.0,1.0,,,,,6.0,4.0,6.0,7.0,4.0,0.0,,,304.0,276.0,23|52,35|61,3|11,4|13,22|28,19|24,140.0,121.0,103.0,103.0,28.0,31.0,17.0,17.0
20578,2024-02-03 16:30:49,nan,4.0,5.0,3.0,4.0,,,,,0.0,1.0,2.0,0.0,,,,,6.0,9.0,5.0,5.0,4.0,3.0,,,266.0,597.0,24|49,35|65,3|10,5|10,16|21,19|32,93.0,96.0,76.0,83.0,10.0,29.0,17.0,9.0
20579,2024-02-03 16:30:51,nan,3.0,6.0,1.0,2.0,,,,,0.0,0.0,1.0,0.0,,,,,3.0,5.0,4.0,5.0,0.0,2.0,,,275.0,445.0,35|57,29|48,3|8,4|13,10|11,13|20,104.0,109.0,81.0,58.0,22.0,14.0,4.0,11.0
20580,2024-02-03 16:30:53,nan,1.0,1.0,6.0,3.0,,,,,0.0,0.0,3.0,0.0,,,,,5.0,8.0,4.0,3.0,5.0,2.0,,,209.0,375.0,35|61,34|66,3|11,4|10,12|23,27|40,138.0,139.0,100.0,124.0,25.0,36.0,16.0,22.0
20581,2024-02-03 16:30:55,nan,6.0,2.0,11.0,5.0,,,,,0.0,0.0,11.0,0.0,,,,,13.0,1.0,9.0,8.0,2.0,3.0,,,279.0,511.0,34|55,22|46,9|22,3|7,23|29,10|18,115.0,111.0,85.0,68.0,16.0,24.0,23.0,21.0
20585,2024-02-03 16:31:03,nan,2.0,2.0,3.0,4.0,,,,,0.0,0.0,1.0,1.0,,,,,7.0,5.0,4.0,4.0,3.0,3.0,,,401.0,528.0,20|32,21|38,2|4,2|10,17|26,25|35,82.0,91.0,52.0,90.0,4.0,5.0,11.0,7.0
20614,2024-02-03 16:32:01,nan,4.0,10.0,2.0,14.0,1.0,5.0,1.0,4.0,,,2.0,0.0,2.0,0.0,,,6.0,19.0,3.0,13.0,6.0,2.0,,,282.0,792.0,46|97,41|63,5|18,7|53,7|17,9|25,154.0,191.0,60.0,53.0,19.0,19.0,65.0,13.0
20617,2024-02-03 16:32:06,nan,5.0,2.0,4.0,0.0,,,,,1.0,0.0,0.0,7.0,,,,,8.0,8.0,3.0,3.0,5.0,0.0,,,562.0,190.0,29|53,18|48,9|28,4|8,26|33,10|14,120.0,112.0,77.0,64.0,12.0,14.0,3.0,23.0
20740,2024-02-03 16:36:15,nan,2.0,8.0,3.0,8.0,0.0,6.0,0.0,5.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,1.0,2.0,19.0,4.0,2.0,3.0,1.0,1.47,0.06,267.0,687.0,9|31,29|49,2|15,8|21,4|9,18|29,122.0,127.0,34.0,51.0,5.0,13.0,18.0,14.0
20741,2024-02-03 16:36:17,nan,4.0,5.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,7.0,8.0,7.0,1.0,1.0,2.0,,,314.0,304.0,28|56,37|68,2|18,6|20,9|14,6|13,133.0,125.0,54.0,50.0,10.0,11.0,11.0,25.0
20751,2024-02-03 16:36:37,nan,1.0,2.0,2.0,5.0,1.0,1.0,,,,,,,,,,,4.0,7.0,4.0,4.0,3.0,3.0,0.5,-1.65,265.0,385.0,23|50,36|65,1|17,2|17,11|20,14|26,143.0,142.0,51.0,61.0,8.0,16.0,24.0,17.0
20752,2024-02-03 16:36:39,nan,2.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,,,1.0,0.0,1.0,0.0,,,14.0,11.0,2.0,3.0,5.0,7.0,0.35,-1.52,464.0,376.0,26|49,22|46,2|14,5|19,10|20,13|24,154.0,142.0,59.0,52.0,12.0,3.0,20.0,21.0
20753,2024-02-03 16:36:41,nan,3.0,9.0,0.0,4.0,1.0,3.0,1.0,3.0,,,0.0,3.0,0.0,3.0,,,5.0,11.0,1.0,7.0,4.0,1.0,0.5,-0.4,157.0,653.0,17|59,23|36,1|16,2|11,3|15,12|31,147.0,137.0,48.0,65.0,15.0,22.0,16.0,18.0
20754,2024-02-03 16:36:43,nan,6.0,3.0,2.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,,7.0,4.0,3.0,7.0,4.0,2.0,,,274.0,381.0,21|58,26|67,2|17,0|13,12|17,7|13,146.0,145.0,51.0,47.0,15.0,10.0,23.0,17.0
20814,2024-02-03 16:38:51,nan,5.0,1.0,9.0,4.0,,,,,0.0,1.0,6.0,0.0,,,,,17.0,8.0,10.0,4.0,3.0,10.0,,,129.0,263.0,16|28,34|54,3|18,8|15,42|54,16|22,116.0,121.0,116.0,97.0,36.0,27.0,32.0,22.0
20823,2024-02-03 16:39:08,nan,4.0,3.0,7.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,11.0,6.0,5.0,2.0,2.0,4.0,-0.29,0.77,559.0,338.0,32|46,16|43,5|21,2|10,17|23,7|16,105.0,120.0,66.0,34.0,17.0,9.0,23.0,19.0
20827,2024-02-03 16:39:16,nan,3.0,6.0,3.0,5.0,1.0,3.0,1.0,3.0,0.0,1.0,,,,,,,2.0,11.0,8.0,4.0,4.0,3.0,-0.26,0.27,210.0,529.0,24|63,24|40,2|7,6|12,4|12,15|26,119.0,121.0,51.0,60.0,12.0,7.0,15.0,11.0
20832,2024-02-03 16:39:26,nan,5.0,4.0,8.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,9.0,7.0,8.0,6.0,3.0,4.0,,,396.0,497.0,31|53,36|70,6|32,1|12,5|9,5|13,141.0,120.0,40.0,43.0,17.0,9.0,14.0,31.0
20833,2024-02-03 16:39:28,nan,6.0,2.0,2.0,1.0,1.0,0.0,,,,,,,,,,,9.0,3.0,5.0,2.0,1.0,4.0,,,224.0,236.0,37|81,33|80,6|18,3|14,9|15,7|13,181.0,188.0,66.0,59.0,26.0,22.0,14.0,28.0
20834,2024-02-03 16:39:30,nan,4.0,4.0,3.0,3.0,3.0,1.0,2.0,0.0,,,1.0,0.0,1.0,0.0,,,11.0,6.0,3.0,4.0,2.0,5.0,,,482.0,279.0,16|28,24|55,6|25,4|19,7|10,9|16,134.0,134.0,41.0,44.0,14.0,11.0,22.0,16.0
20835,2024-02-03 16:39:32,nan,10.0,4.0,4.0,4.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,,,7.0,10.0,9.0,0.0,2.0,1.0,,,396.0,297.0,18|40,35|63,2|16,11|28,8|13,7|16,123.0,141.0,53.0,61.0,15.0,19.0,20.0,20.0
20836,2024-02-03 16:39:34,nan,7.0,2.0,4.0,3.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,,,15.0,4.0,3.0,2.0,0.0,6.0,,,447.0,260.0,32|51,28|63,8|29,1|12,8|25,5|9,154.0,126.0,44.0,59.0,12.0,7.0,9.0,42.0
20837,2024-02-03 16:39:36,nan,11.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,,,,,,,10.0,4.0,8.0,2.0,2.0,2.0,,,492.0,159.0,31|65,27|75,10|36,1|14,4|12,4|8,176.0,166.0,49.0,48.0,20.0,19.0,17.0,35.0
20880,2024-02-03 16:40:58,nan,5.0,6.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,5.0,7.0,8.0,6.0,1.0,4.0,0.03,-0.09,234.0,448.0,22|54,30|59,4|15,4|19,9|18,5|12,135.0,125.0,46.0,46.0,12.0,10.0,24.0,11.0
20882,2024-02-03 16:41:03,nan,5.0,7.0,6.0,1.0,2.0,3.0,1.0,2.0,,,0.0,1.0,0.0,1.0,,,5.0,7.0,9.0,4.0,1.0,2.0,,,555.0,380.0,24|40,29|57,4|29,6|21,5|16,8|16,124.0,116.0,45.0,51.0,14.0,8.0,13.0,22.0
20901,2024-02-03 16:41:42,nan,6.0,6.0,3.0,3.0,4.0,2.0,4.0,1.0,,,1.0,1.0,1.0,1.0,,,11.0,7.0,4.0,4.0,1.0,5.0,-0.03,1.1,464.0,247.0,40|73,21|60,3|16,3|13,4|9,14|21,147.0,154.0,64.0,57.0,27.0,19.0,14.0,18.0
20902,2024-02-03 16:41:44,nan,7.0,4.0,3.0,3.0,5.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,15.0,7.0,8.0,3.0,1.0,9.0,-0.64,0.83,459.0,417.0,34|61,15|35,2|10,5|20,6|15,9|24,116.0,133.0,49.0,47.0,8.0,7.0,20.0,19.0
20903,2024-02-03 16:41:46,nan,8.0,5.0,4.0,1.0,1.0,0.0,,,,,0.0,2.0,0.0,2.0,,,8.0,4.0,7.0,3.0,0.0,2.0,-0.89,-0.25,501.0,213.0,28|52,27|66,5|27,0|8,11|20,3|8,136.0,122.0,55.0,48.0,16.0,21.0,13.0,33.0
20904,2024-02-03 16:41:47,nan,1.0,5.0,0.0,5.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,,,2.0,11.0,0.0,3.0,2.0,1.0,-1.84,0.19,410.0,647.0,22|47,25|52,4|12,3|15,2|8,10|18,140.0,138.0,30.0,44.0,8.0,3.0,19.0,13.0
20905,2024-02-03 16:41:50,nan,3.0,8.0,3.0,8.0,0.0,5.0,0.0,4.0,,,0.0,1.0,0.0,1.0,,,8.0,18.0,2.0,7.0,8.0,2.0,2.42,-1.18,260.0,505.0,25|60,28|54,2|11,9|31,7|16,10|23,119.0,151.0,54.0,48.0,17.0,7.0,36.0,14.0
20913,2024-02-03 16:42:06,nan,6.0,3.0,0.0,5.0,2.0,2.0,1.0,1.0,,,1.0,0.0,1.0,0.0,,,8.0,10.0,3.0,1.0,2.0,4.0,-1.43,0.37,409.0,359.0,31|71,24|65,5|15,9|19,5|14,13|21,143.0,162.0,48.0,66.0,20.0,22.0,27.0,9.0
20914,2024-02-03 16:42:08,nan,3.0,3.0,2.0,5.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,,,6.0,11.0,2.0,5.0,7.0,1.0,0.58,-0.52,249.0,427.0,26|68,21|65,5|22,8|23,9|18,8|15,146.0,161.0,56.0,56.0,18.0,18.0,39.0,19.0
20915,2024-02-03 16:42:10,nan,4.0,3.0,5.0,0.0,4.0,2.0,1.0,2.0,1.0,0.0,,,,,,,9.0,4.0,5.0,3.0,3.0,1.0,0.16,-1.53,416.0,356.0,21|40,16|36,5|22,1|5,11|21,9|17,123.0,106.0,53.0,57.0,5.0,10.0,2.0,14.0
20916,2024-02-03 16:42:12,nan,5.0,3.0,8.0,2.0,4.0,1.0,2.0,0.0,,,2.0,1.0,1.0,1.0,1.0,0.0,14.0,6.0,4.0,4.0,2.0,3.0,-0.87,-0.23,379.0,479.0,24|47,32|53,13|35,4|16,5|13,4|9,131.0,117.0,43.0,44.0,18.0,15.0,10.0,31.0
20917,2024-02-03 16:42:14,nan,4.0,10.0,4.0,2.0,1.0,4.0,0.0,1.0,,,0.0,4.0,0.0,4.0,,,9.0,16.0,1.0,7.0,8.0,1.0,0.41,-0.17,271.0,371.0,19|69,45|95,6|16,5|16,5|11,11|17,186.0,188.0,67.0,64.0,28.0,31.0,21.0,19.0
20925,2024-02-03 16:42:30,nan,4.0,6.0,5.0,6.0,2.0,2.0,1.0,1.0,0.0,1.0,,,,,,,7.0,9.0,6.0,7.0,3.0,2.0,0.13,-0.63,302.0,258.0,37|82,29|60,1|15,2|17,11|22,9|14,150.0,144.0,62.0,55.0,25.0,17.0,23.0,15.0
